path,group,width,height,mode,has_alpha,trimmed_bbox
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/03_player1_nameplate_frame.png,06_all_chat_clean_collection,745,140,RGBA,True,"0,0,742,140"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/04_player2_nameplate_frame.png,06_all_chat_clean_collection,745,140,RGBA,True,"0,0,745,140"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/08_hp_fill_bar.png,06_all_chat_clean_collection,501,75,RGBA,True,"6,0,495,75"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/09_ki_segment_bar.png,06_all_chat_clean_collection,487,75,RGBA,True,"6,0,487,75"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/10_stm_segment_bar.png,06_all_chat_clean_collection,465,75,RGBA,True,"6,0,459,75"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/16_ability_icon_purple.png,06_all_chat_clean_collection,135,155,RGBA,True,"0,0,135,155"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/17_ability_icon_blue.png,06_all_chat_clean_collection,140,153,RGBA,True,"0,6,140,153"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/18_ability_icon_green.png,06_all_chat_clean_collection,140,150,RGBA,True,"0,6,140,150"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/19_ability_icon_orange.png,06_all_chat_clean_collection,145,155,RGBA,True,"0,3,143,154"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/20_portrait_ring_p1.png,06_all_chat_clean_collection,250,235,RGBA,True,"0,0,250,235"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/21_portrait_ring_p2.png,06_all_chat_clean_collection,250,235,RGBA,True,"0,0,250,235"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/22_energy_orb_orange.png,06_all_chat_clean_collection,240,225,RGBA,True,"0,0,240,225"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/23_energy_orb_blue.png,06_all_chat_clean_collection,246,240,RGBA,True,"0,0,246,240"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/24_corner_bracket_orange.png,06_all_chat_clean_collection,230,180,RGBA,True,"0,0,230,178"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/25_corner_bracket_blue.png,06_all_chat_clean_collection,190,175,RGBA,True,"0,0,190,175"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/26_corner_chevron_orange.png,06_all_chat_clean_collection,190,143,RGBA,True,"0,0,190,137"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/27_empty_plate_blue.png,06_all_chat_clean_collection,350,95,RGBA,True,"0,0,350,95"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/28_empty_plate_orange.png,06_all_chat_clean_collection,355,100,RGBA,True,"0,0,355,100"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/29_empty_plate_center.png,06_all_chat_clean_collection,310,120,RGBA,True,"0,0,310,120"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/30_p1_badge.png,06_all_chat_clean_collection,190,170,RGBA,True,"0,0,190,170"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/31_p2_badge.png,06_all_chat_clean_collection,190,165,RGBA,True,"0,0,190,165"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/32_arrow_orange.png,06_all_chat_clean_collection,115,140,RGBA,True,"0,0,115,139"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/33_arrow_blue.png,06_all_chat_clean_collection,110,120,RGBA,True,"0,0,110,120"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/34_energy_streak_orange.png,06_all_chat_clean_collection,85,139,RGBA,True,"0,0,85,139"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/35_energy_streak_blue.png,06_all_chat_clean_collection,76,214,RGBA,True,"0,0,70,214"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/menus/blank_ki_menu_style_01.png,06_all_chat_clean_collection,1536,1024,RGBA,True,"0,16,1518,994"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/menus/blank_ki_menu_style_02.png,06_all_chat_clean_collection,1536,1024,RGBA,True,"26,46,1516,1004"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/menus/menu_panel_no_slot_highlight.png,06_all_chat_clean_collection,1536,1024,RGBA,True,"19,13,1522,993"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/overlays/separate_slot_highlight_overlay.png,06_all_chat_clean_collection,1448,1086,RGB,False,
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/01_panels/clean_information_panel.png,06_all_chat_clean_collection,1024,1531,RGBA,True,"0,12,1012,1531"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/01_panels/clean_statistics_panel.png,06_all_chat_clean_collection,1024,1498,RGBA,True,"0,0,1012,1486"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/02_headers/clean_information_header.png,06_all_chat_clean_collection,960,285,RGBA,True,"0,5,960,285"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/02_headers/clean_information_stats_header.png,06_all_chat_clean_collection,810,135,RGBA,True,"0,0,810,135"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/02_headers/clean_statistics_header.png,06_all_chat_clean_collection,870,230,RGBA,True,"0,0,870,230"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/03_information_basic_rows/clean_class_row.png,06_all_chat_clean_collection,900,110,RGBA,True,"0,0,900,110"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/03_information_basic_rows/clean_form_row.png,06_all_chat_clean_collection,900,110,RGBA,True,"0,0,900,110"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/03_information_basic_rows/clean_level_row.png,06_all_chat_clean_collection,900,110,RGBA,True,"0,0,900,110"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/03_information_basic_rows/clean_tps_row.png,06_all_chat_clean_collection,900,110,RGBA,True,"0,0,900,110"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/04_information_stat_rows/clean_ene_row.png,06_all_chat_clean_collection,1040,126,RGBA,True,"0,0,1040,126"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/04_information_stat_rows/clean_information_stat_row_generic.png,06_all_chat_clean_collection,1040,126,RGBA,True,"0,0,1040,126"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/04_information_stat_rows/clean_pur_row.png,06_all_chat_clean_collection,1040,126,RGBA,True,"0,0,1040,126"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/04_information_stat_rows/clean_res_row.png,06_all_chat_clean_collection,1040,126,RGBA,True,"0,0,1040,126"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/04_information_stat_rows/clean_skp_row.png,06_all_chat_clean_collection,1040,126,RGBA,True,"0,0,1040,126"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/04_information_stat_rows/clean_str_row.png,06_all_chat_clean_collection,1040,126,RGBA,True,"0,0,1040,126"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/04_information_stat_rows/clean_tpc_row.png,06_all_chat_clean_collection,1040,126,RGBA,True,"0,0,1040,126"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/04_information_stat_rows/clean_vit_row.png,06_all_chat_clean_collection,1040,126,RGBA,True,"0,0,1040,126"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/05_statistics_rows/clean_defense_row.png,06_all_chat_clean_collection,1040,126,RGBA,True,"0,0,1040,126"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/05_statistics_rows/clean_gravity_row.png,06_all_chat_clean_collection,1040,126,RGBA,True,"0,0,1040,126"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/05_statistics_rows/clean_health_row.png,06_all_chat_clean_collection,1040,126,RGBA,True,"0,0,1040,126"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/05_statistics_rows/clean_ki_dmg_row.png,06_all_chat_clean_collection,1040,126,RGBA,True,"0,0,1040,126"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/05_statistics_rows/clean_max_ki_row.png,06_all_chat_clean_collection,1040,126,RGBA,True,"0,0,1040,126"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/05_statistics_rows/clean_melee_dmg_row.png,06_all_chat_clean_collection,1040,126,RGBA,True,"0,0,1040,126"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/05_statistics_rows/clean_power_level_row.png,06_all_chat_clean_collection,1040,126,RGBA,True,"0,0,1040,126"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/05_statistics_rows/clean_stamina_row.png,06_all_chat_clean_collection,1040,126,RGBA,True,"0,0,1040,126"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/05_statistics_rows/clean_statistics_row_generic.png,06_all_chat_clean_collection,1040,126,RGBA,True,"0,0,1040,126"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/05_statistics_rows/clean_strike_dmg_row.png,06_all_chat_clean_collection,1040,126,RGBA,True,"0,0,1040,126"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/05_statistics_rows/clean_tp_multiplier_row.png,06_all_chat_clean_collection,1040,126,RGBA,True,"0,0,1040,126"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/06_nameplate/clean_nameplate.png,06_all_chat_clean_collection,1536,1003,RGBA,True,"0,12,1525,991"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/07_navigation_buttons/clean_character_button.png,06_all_chat_clean_collection,1239,1249,RGBA,True,"0,12,1227,1249"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/07_navigation_buttons/clean_items_button.png,06_all_chat_clean_collection,1239,1249,RGBA,True,"0,12,1227,1249"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/07_navigation_buttons/clean_navigation_button_base.png,06_all_chat_clean_collection,1239,1249,RGBA,True,"0,12,1227,1249"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/07_navigation_buttons/clean_party_button.png,06_all_chat_clean_collection,1239,1249,RGBA,True,"0,12,1227,1249"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/07_navigation_buttons/clean_quests_button.png,06_all_chat_clean_collection,1239,1249,RGBA,True,"0,12,1227,1249"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/07_navigation_buttons/clean_settings_button.png,06_all_chat_clean_collection,1239,1249,RGBA,True,"0,12,1227,1249"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/07_navigation_buttons/clean_skills_button.png,06_all_chat_clean_collection,1239,1249,RGBA,True,"0,12,1227,1249"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/09_micro_elements/clean_multiplier_field.png,06_all_chat_clean_collection,260,110,RGBA,True,"8,14,253,97"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/09_micro_elements/clean_plus_button.png,06_all_chat_clean_collection,128,128,RGBA,True,"0,0,128,128"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/10_overlays/clean_blue_orange_divider.png,06_all_chat_clean_collection,700,80,RGBA,True,"41,18,660,63"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/02_dragonmine_status_clean/10_overlays/clean_character_scan_ring.png,06_all_chat_clean_collection,640,640,RGBA,True,"73,69,571,572"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/minigames/00_full_screens/clean_full_screen.png,06_all_chat_clean_collection,703,492,RGBA,True,"0,0,703,492"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/minigames/01_panels/body_text_panel_clean.png,06_all_chat_clean_collection,215,88,RGBA,True,"0,0,215,88"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/minigames/01_panels/clean_detail_panel.png,06_all_chat_clean_collection,297,296,RGBA,True,"0,0,297,296"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/minigames/01_panels/clean_list_panel.png,06_all_chat_clean_collection,197,302,RGBA,True,"0,0,197,302"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/minigames/02_rows_buttons/arrow_up_down.png,06_all_chat_clean_collection,50,114,RGBA,True,"0,0,50,114"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/minigames/02_rows_buttons/normal_row_clean.png,06_all_chat_clean_collection,291,61,RGBA,True,"0,0,291,61"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/minigames/02_rows_buttons/scrollbar.png,06_all_chat_clean_collection,53,127,RGBA,True,"0,0,53,127"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/minigames/02_rows_buttons/selected_row_clean.png,06_all_chat_clean_collection,293,67,RGBA,True,"0,0,293,67"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/minigames/02_rows_buttons/start_button_clean.png,06_all_chat_clean_collection,202,50,RGBA,True,"0,0,202,50"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/minigames/03_headers_accents/icon_controller.png,06_all_chat_clean_collection,36,47,RGBA,True,"0,0,36,47"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/minigames/03_headers_accents/icon_fist.png,06_all_chat_clean_collection,37,49,RGBA,True,"0,0,37,49"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/minigames/03_headers_accents/icon_gravity.png,06_all_chat_clean_collection,52,48,RGBA,True,"0,0,52,48"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/minigames/03_headers_accents/icon_music.png,06_all_chat_clean_collection,52,47,RGBA,True,"0,0,52,47"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/minigames/03_headers_accents/icon_shadow.png,06_all_chat_clean_collection,37,48,RGBA,True,"0,0,37,48"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/minigames/03_headers_accents/icon_target.png,06_all_chat_clean_collection,52,47,RGBA,True,"0,0,52,47"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/minigames/03_headers_accents/title_bar_clean.png,06_all_chat_clean_collection,204,91,RGBA,True,"0,0,204,91"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/00_full_screens/clean_full_screen.png,06_all_chat_clean_collection,690,480,RGBA,True,"0,0,690,480"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/01_panels/options_panel_clean.png,06_all_chat_clean_collection,228,296,RGBA,True,"0,0,228,296"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/01_panels/values_panel_clean.png,06_all_chat_clean_collection,216,296,RGBA,True,"0,0,216,296"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/02_rows_buttons/option_row_clean.png,06_all_chat_clean_collection,234,51,RGBA,True,"0,0,234,51"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/02_rows_buttons/scroll_bar.png,06_all_chat_clean_collection,118,121,RGBA,True,"0,0,118,121"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/02_rows_buttons/toggle_off.png,06_all_chat_clean_collection,83,67,RGBA,True,"0,0,83,67"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/02_rows_buttons/toggle_off_clean.png,06_all_chat_clean_collection,93,60,RGBA,True,"0,0,93,60"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/02_rows_buttons/toggle_on.png,06_all_chat_clean_collection,81,68,RGBA,True,"0,0,81,68"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/02_rows_buttons/toggle_on_clean.png,06_all_chat_clean_collection,94,61,RGBA,True,"0,0,94,61"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/02_rows_buttons/value_row_clean.png,06_all_chat_clean_collection,191,49,RGBA,True,"0,0,191,49"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/03_headers_accents/background_honeycomb.png,06_all_chat_clean_collection,77,122,RGBA,True,"0,0,77,122"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/03_headers_accents/background_ring.png,06_all_chat_clean_collection,117,122,RGBA,True,"0,0,117,122"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/03_headers_accents/corner_pieces.png,06_all_chat_clean_collection,131,124,RGBA,True,"0,0,131,124"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/03_headers_accents/dividers_accents.png,06_all_chat_clean_collection,525,123,RGBA,True,"0,0,525,123"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/03_headers_accents/header_bar_clean.png,06_all_chat_clean_collection,221,87,RGBA,True,"0,0,221,87"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/03_headers_accents/icon_kanji.png,06_all_chat_clean_collection,114,123,RGBA,True,"0,0,114,123"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/options/03_headers_accents/icon_stripes.png,06_all_chat_clean_collection,65,69,RGBA,True,"0,0,65,69"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/00_full_screens/clean_full_screen.png,06_all_chat_clean_collection,697,500,RGBA,True,"0,0,697,500"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/01_panels/clean_left_quest_panel.png,06_all_chat_clean_collection,205,422,RGBA,True,"0,0,205,422"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/01_panels/clean_map_panel.png,06_all_chat_clean_collection,325,276,RGBA,True,"0,0,325,276"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/02_rows_buttons/node_active.png,06_all_chat_clean_collection,94,124,RGBA,True,"0,0,94,124"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/02_rows_buttons/node_clean.png,06_all_chat_clean_collection,90,123,RGBA,True,"0,0,90,123"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/02_rows_buttons/node_locked.png,06_all_chat_clean_collection,86,122,RGBA,True,"0,0,86,122"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/02_rows_buttons/normal_row_clean.png,06_all_chat_clean_collection,169,50,RGBA,True,"0,0,169,50"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/02_rows_buttons/selected_row_clean.png,06_all_chat_clean_collection,171,67,RGBA,True,"0,0,171,67"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/03_headers_accents/chapter_title_bar_clean.png,06_all_chat_clean_collection,276,69,RGBA,True,"0,0,276,69"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/03_headers_accents/connector_line.png,06_all_chat_clean_collection,256,113,RGBA,True,"0,0,256,113"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/03_headers_accents/difficulty_label_clean.png,06_all_chat_clean_collection,146,50,RGBA,True,"0,0,146,50"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/quest_tree/03_headers_accents/progress_bar_clean.png,06_all_chat_clean_collection,186,48,RGBA,True,"0,0,186,48"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/server_menu/00_full_screens/clean_full_screen.png,06_all_chat_clean_collection,700,480,RGBA,True,"0,0,700,480"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/server_menu/01_panels/clean_left_panel.png,06_all_chat_clean_collection,203,419,RGBA,True,"0,0,203,419"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/server_menu/01_panels/clean_right_panel.png,06_all_chat_clean_collection,190,422,RGBA,True,"0,0,190,422"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/server_menu/02_rows_buttons/clean_list_row.png,06_all_chat_clean_collection,151,57,RGBA,True,"0,0,151,57"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/server_menu/02_rows_buttons/clean_stats_button.png,06_all_chat_clean_collection,188,74,RGBA,True,"0,0,188,74"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/server_menu/02_rows_buttons/left_arrow.png,06_all_chat_clean_collection,85,94,RGBA,True,"0,0,85,94"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/server_menu/02_rows_buttons/right_arrow.png,06_all_chat_clean_collection,82,94,RGBA,True,"0,0,82,94"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/server_menu/03_headers_accents/accent_corner_blue_frame.png,06_all_chat_clean_collection,153,111,RGBA,True,"0,0,153,111"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/server_menu/03_headers_accents/accent_corner_orange.png,06_all_chat_clean_collection,86,68,RGBA,True,"0,0,86,68"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/server_menu/03_headers_accents/accent_long_divider.png,06_all_chat_clean_collection,234,47,RGBA,True,"0,0,234,47"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/server_menu/03_headers_accents/clean_header_bar.png,06_all_chat_clean_collection,324,113,RGBA,True,"0,0,324,113"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/skills_information/00_full_screens/clean_full_screen.png,06_all_chat_clean_collection,701,492,RGBA,True,"0,0,701,492"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/skills_information/01_panels/clean_bottom_strip.png,06_all_chat_clean_collection,270,90,RGBA,True,"0,0,270,90"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/skills_information/01_panels/clean_detail_panel.png,06_all_chat_clean_collection,222,150,RGBA,True,"0,0,222,150"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/skills_information/01_panels/clean_left_panel.png,06_all_chat_clean_collection,240,292,RGBA,True,"0,0,240,292"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/skills_information/02_rows_buttons/clean_skill_row.png,06_all_chat_clean_collection,281,59,RGBA,True,"0,0,281,59"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/skills_information/02_rows_buttons/scroll_down.png,06_all_chat_clean_collection,77,83,RGBA,True,"0,0,77,83"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/skills_information/02_rows_buttons/scroll_up.png,06_all_chat_clean_collection,77,82,RGBA,True,"0,0,77,82"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/skills_information/02_rows_buttons/selected_skill_row.png,06_all_chat_clean_collection,287,61,RGBA,True,"0,0,287,61"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/skills_information/02_rows_buttons/tab_button_clean.png,06_all_chat_clean_collection,80,92,RGBA,True,"0,0,80,92"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/skills_information/02_rows_buttons/tab_button_selected.png,06_all_chat_clean_collection,87,97,RGBA,True,"0,0,87,97"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/skills_information/03_headers_accents/accent_blue_divider.png,06_all_chat_clean_collection,133,63,RGBA,True,"0,0,133,63"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/skills_information/03_headers_accents/accent_corner_frame.png,06_all_chat_clean_collection,97,136,RGBA,True,"0,0,97,136"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/skills_information/03_headers_accents/accent_honeycomb.png,06_all_chat_clean_collection,67,81,RGBA,True,"0,0,67,81"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/skills_information/03_headers_accents/accent_orange_divider.png,06_all_chat_clean_collection,142,44,RGBA,True,"0,0,142,44"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/03_other_menus_clean/skills_information/03_headers_accents/clean_top_information_panel.png,06_all_chat_clean_collection,282,106,RGBA,True,"0,0,282,106"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/04_legacy_clean_elements/01_information_panel.png,06_all_chat_clean_collection,1024,1536,RGBA,True,"0,0,1023,1504"
06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/04_legacy_clean_elements/02_top_nameplate.png,06_all_chat_clean_collection,1536,1024,RGBA,True,"8,21,1535,998"
