class,path,width,height,alpha_bbox,pair_key,source
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/minigames/02_rows_buttons/selected_row_example.png,291,68,"0,0,291,68",selected_row,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/minigames/02_rows_buttons/selected_row_example.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/minigames/02_rows_buttons/normal_row_example.png,291,61,"0,0,291,61",normal_row,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/minigames/02_rows_buttons/normal_row_example.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/minigames/02_rows_buttons/start_button_example.png,200,50,"0,0,200,50",start_button,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/minigames/02_rows_buttons/start_button_example.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/minigames/01_panels/example_detail_panel.png,300,297,"0,0,300,297",detail_panel,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/minigames/01_panels/example_detail_panel.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/minigames/01_panels/example_list_panel.png,211,303,"0,0,211,303",list_panel,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/minigames/01_panels/example_list_panel.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/minigames/00_full_screens/example_full_screen.png,690,493,"0,0,690,493",full_screen,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/minigames/00_full_screens/example_full_screen.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/minigames/03_headers_accents/title_bar_example.png,210,91,"0,0,210,91",title_bar,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/minigames/03_headers_accents/title_bar_example.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/02_headers/clean_stats_subheader.png,332,78,"0,0,332,78",stats_subheader,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/02_headers/clean_stats_subheader.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/02_headers/clean_statistics_header.png,420,88,"0,0,420,88",statistics_header,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/02_headers/clean_statistics_header.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/02_headers/example_information_header.png,420,88,"0,0,420,88",information_header,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/02_headers/example_information_header.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/02_headers/example_stats_subheader.png,332,78,"0,0,332,78",stats_subheader,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/02_headers/example_stats_subheader.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/02_headers/example_statistics_header.png,420,88,"0,0,420,88",statistics_header,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/02_headers/example_statistics_header.png
reference,_OUR_STYLE_UI_ELEMENTS/reference/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/00_reference/reference_redesign_full_screen.png,1672,941,"0,0,1672,941",reference_redesign_full_screen,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/00_reference/reference_redesign_full_screen.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/06_overlays/clean_blue_orange_divider.png,440,40,"12,19,429,22",blue_orange_divider,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/06_overlays/clean_blue_orange_divider.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/06_overlays/clean_scan_ring_overlay.png,620,620,"72,60,549,561",scan_ring_overlay,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/06_overlays/clean_scan_ring_overlay.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/06_overlays/clean_vertical_orange_accent.png,30,170,"13,10,17,161",vertical_orange_accent,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/06_overlays/clean_vertical_orange_accent.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/04_buttons/example_nav_button_party.png,122,154,"0,0,122,153",nav_button_party,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/04_buttons/example_nav_button_party.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/04_buttons/clean_nav_button_quests.png,122,154,"0,0,122,122",nav_button_quests,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/04_buttons/clean_nav_button_quests.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/04_buttons/example_nav_button_settings.png,122,154,"0,0,122,154",nav_button_settings,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/04_buttons/example_nav_button_settings.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/04_buttons/example_nav_button_skills.png,122,154,"0,0,122,154",nav_button_skills,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/04_buttons/example_nav_button_skills.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/04_buttons/example_nav_button_quests.png,122,154,"0,0,122,154",nav_button_quests,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/04_buttons/example_nav_button_quests.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/04_buttons/example_nav_button_items.png,122,154,"0,0,122,154",nav_button_items,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/04_buttons/example_nav_button_items.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/04_buttons/example_nav_button_character.png,122,154,"0,0,122,154",nav_button_character,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/04_buttons/example_nav_button_character.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/01_panels/clean_nameplate.png,980,180,"0,0,980,180",nameplate,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/01_panels/clean_nameplate.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/01_panels/clean_statistics_panel.png,500,710,"0,0,500,710",statistics_panel,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/01_panels/clean_statistics_panel.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/01_panels/clean_information_panel.png,510,700,"0,0,510,700",information_panel,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/01_panels/clean_information_panel.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/01_panels/example_statistics_panel.png,500,710,"0,0,500,710",statistics_panel,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/01_panels/example_statistics_panel.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/01_panels/example_information_panel.png,510,700,"0,0,510,700",information_panel,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/01_panels/example_information_panel.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/01_panels/example_nameplate_dev_saiyan.png,980,180,"0,0,980,180",nameplate_dev_saiyan,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/01_panels/example_nameplate_dev_saiyan.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/05_icons/clean_icon_party.png,56,56,,icon_party,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/05_icons/clean_icon_party.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/05_icons/clean_top_orb_yellow.png,54,54,"0,0,54,54",top_orb_yellow,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/05_icons/clean_top_orb_yellow.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/05_icons/clean_stats_bars_icon.png,96,96,"0,0,96,96",stats_bars_icon,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/05_icons/clean_stats_bars_icon.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/05_icons/example_top_orb_red.png,54,54,"6,6,49,49",top_orb_red,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/05_icons/example_top_orb_red.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/05_icons/example_icon_skills.png,56,56,"7,7,50,50",icon_skills,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/05_icons/example_icon_skills.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/05_icons/example_icon_settings.png,56,56,"4,4,52,52",icon_settings,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/05_icons/example_icon_settings.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/05_icons/example_icon_quests.png,56,56,"13,5,43,44",icon_quests,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/05_icons/example_icon_quests.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/05_icons/example_stats_bars_icon.png,96,96,"0,0,96,96",stats_bars_icon,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/05_icons/example_stats_bars_icon.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/05_icons/example_icon_party.png,56,56,"3,4,54,51",icon_party,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/05_icons/example_icon_party.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/05_icons/example_info_kanji_circle.png,96,96,"0,0,96,96",info_kanji_circle,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/05_icons/example_info_kanji_circle.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/05_icons/example_icon_character.png,56,56,"10,6,47,47",icon_character,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/05_icons/example_icon_character.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/05_icons/example_top_orb_blue.png,54,54,"6,6,49,49",top_orb_blue,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/05_icons/example_top_orb_blue.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/05_icons/example_top_orb_yellow.png,54,54,"6,6,49,49",top_orb_yellow,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/05_icons/example_top_orb_yellow.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/05_icons/example_icon_items.png,56,56,"8,6,49,49",icon_items,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/05_icons/example_icon_items.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/03_rows/example_plus_button.png,56,56,"4,4,53,53",plus_button,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/03_rows/example_plus_button.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/03_rows/example_statistics_row.png,396,56,"10,10,392,50",statistics_row,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/03_rows/example_statistics_row.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/03_rows/example_information_stat_row.png,416,68,"6,6,413,61",information_stat_row,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/03_rows/example_information_stat_row.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/03_rows/example_basic_info_row.png,400,56,"18,9,389,50",basic_info_row,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/03_rows/example_basic_info_row.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/03_rows/example_bottom_stats_box.png,430,170,"0,0,430,170",bottom_stats_box,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/03_rows/example_bottom_stats_box.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/03_rows/clean_information_stat_row.png,416,68,"6,6,401,61",information_stat_row,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/03_rows/clean_information_stat_row.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/03_rows/clean_plus_button.png,56,56,"0,0,56,56",plus_button,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/03_rows/clean_plus_button.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/03_rows/clean_basic_info_row.png,400,56,"18,48,383,50",basic_info_row,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/03_rows/clean_basic_info_row.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/03_rows/clean_statistics_row.png,396,56,"12,48,385,50",statistics_row,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/03_rows/clean_statistics_row.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/03_rows/clean_bottom_stats_box.png,430,170,"0,0,430,170",bottom_stats_box,master_previous:dragonmine_complete_ui_elements_master_bundle/05_dragonmine_hd_ui_v4/dragonmine_hd_ui_single_elements_v4/03_rows/clean_bottom_stats_box.png
reference,_OUR_STYLE_UI_ELEMENTS/reference/latest/target_reference.png,1672,941,"0,0,1672,941",target_reference,/mnt/data/14b109af-086c-4f61-b681-66b9f3b81144.png
reference,_OUR_STYLE_UI_ELEMENTS/reference/latest/current_clean_asset_sheet.png,1448,1086,"0,0,1434,1074",current_clean_asset_sheet,/mnt/data/neon_dragon_ball_hud_asset_sheet.png
example,_OUR_STYLE_UI_ELEMENTS/example/latest/current_example_full_hud.png,1672,941,"0,0,1672,941",current_example_full_hud,/mnt/data/neon_saiyan_character_hud.png
example,_OUR_STYLE_UI_ELEMENTS/example/latest/current_example_full_hud_alt.png,1672,941,"0,0,1672,941",current_example_full_hud_alt,/mnt/data/futuristic_saiyan_voxel_hud_interface.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/latest_split/clean_latest_001.png,619,170,"0,0,619,170",latest_001,"neon_dragon_ball_hud_asset_sheet.png:bbox(414,10,1033,180)"
clean,_OUR_STYLE_UI_ELEMENTS/clean/latest_split/clean_latest_002.png,95,86,"0,1,95,86",latest_002,"neon_dragon_ball_hud_asset_sheet.png:bbox(1119,27,1214,113)"
clean,_OUR_STYLE_UI_ELEMENTS/clean/latest_split/clean_latest_003.png,97,86,"0,0,97,86",latest_003,"neon_dragon_ball_hud_asset_sheet.png:bbox(1219,27,1316,113)"
clean,_OUR_STYLE_UI_ELEMENTS/clean/latest_split/clean_latest_004.png,98,85,"0,0,98,85",latest_004,"neon_dragon_ball_hud_asset_sheet.png:bbox(1321,27,1419,112)"
clean,_OUR_STYLE_UI_ELEMENTS/clean/latest_split/clean_latest_005.png,507,788,"0,0,507,788",latest_005,"neon_dragon_ball_hud_asset_sheet.png:bbox(16,126,523,914)"
clean,_OUR_STYLE_UI_ELEMENTS/clean/latest_split/clean_latest_006.png,514,815,"0,0,514,815",latest_006,"neon_dragon_ball_hud_asset_sheet.png:bbox(919,126,1433,941)"
clean,_OUR_STYLE_UI_ELEMENTS/clean/latest_split/clean_latest_007.png,410,534,"0,0,410,534",latest_007,"neon_dragon_ball_hud_asset_sheet.png:bbox(519,192,929,726)"
clean,_OUR_STYLE_UI_ELEMENTS/clean/latest_split/clean_latest_008.png,112,228,"0,0,112,228",latest_008,"neon_dragon_ball_hud_asset_sheet.png:bbox(593,280,705,508)"
clean,_OUR_STYLE_UI_ELEMENTS/clean/latest_split/clean_latest_009.png,111,228,"0,0,111,228",latest_009,"neon_dragon_ball_hud_asset_sheet.png:bbox(747,280,858,508)"
clean,_OUR_STYLE_UI_ELEMENTS/clean/latest_split/clean_latest_010.png,62,79,"0,0,62,79",latest_010,"neon_dragon_ball_hud_asset_sheet.png:bbox(600,427,662,506)"
clean,_OUR_STYLE_UI_ELEMENTS/clean/latest_split/clean_latest_011.png,393,65,"0,0,393,65",latest_011,"neon_dragon_ball_hud_asset_sheet.png:bbox(524,723,917,788)"
clean,_OUR_STYLE_UI_ELEMENTS/clean/latest_split/clean_latest_012.png,397,78,"0,0,397,78",latest_012,"neon_dragon_ball_hud_asset_sheet.png:bbox(521,790,918,868)"
clean,_OUR_STYLE_UI_ELEMENTS/clean/latest_split/clean_latest_013.png,129,148,"0,0,129,148",latest_013,"neon_dragon_ball_hud_asset_sheet.png:bbox(28,921,157,1069)"
clean,_OUR_STYLE_UI_ELEMENTS/clean/latest_split/clean_latest_014.png,124,148,"0,1,124,148",latest_014,"neon_dragon_ball_hud_asset_sheet.png:bbox(166,921,290,1069)"
clean,_OUR_STYLE_UI_ELEMENTS/clean/latest_split/clean_latest_015.png,124,149,"0,0,124,149",latest_015,"neon_dragon_ball_hud_asset_sheet.png:bbox(300,921,424,1070)"
clean,_OUR_STYLE_UI_ELEMENTS/clean/latest_split/clean_latest_016.png,125,148,"0,1,125,148",latest_016,"neon_dragon_ball_hud_asset_sheet.png:bbox(433,921,558,1069)"
clean,_OUR_STYLE_UI_ELEMENTS/clean/latest_split/clean_latest_017.png,125,148,"0,1,125,148",latest_017,"neon_dragon_ball_hud_asset_sheet.png:bbox(567,921,692,1069)"
clean,_OUR_STYLE_UI_ELEMENTS/clean/latest_split/clean_latest_018.png,124,148,"0,1,124,148",latest_018,"neon_dragon_ball_hud_asset_sheet.png:bbox(701,921,825,1069)"
clean,_OUR_STYLE_UI_ELEMENTS/clean/latest_split/clean_latest_019.png,135,135,"0,0,135,135",latest_019,"neon_dragon_ball_hud_asset_sheet.png:bbox(838,933,973,1068)"
clean,_OUR_STYLE_UI_ELEMENTS/clean/latest_split/clean_latest_020.png,120,125,"0,0,120,125",latest_020,"neon_dragon_ball_hud_asset_sheet.png:bbox(978,937,1098,1062)"
clean,_OUR_STYLE_UI_ELEMENTS/clean/latest_split/clean_latest_021.png,77,64,"0,0,77,64",latest_021,"neon_dragon_ball_hud_asset_sheet.png:bbox(1192,938,1269,1002)"
clean,_OUR_STYLE_UI_ELEMENTS/clean/latest_split/clean_latest_022.png,69,64,"0,0,69,64",latest_022,"neon_dragon_ball_hud_asset_sheet.png:bbox(1108,939,1177,1003)"
clean,_OUR_STYLE_UI_ELEMENTS/clean/latest_split/clean_latest_023.png,126,53,"0,0,126,53",latest_023,"neon_dragon_ball_hud_asset_sheet.png:bbox(1291,942,1417,995)"
clean,_OUR_STYLE_UI_ELEMENTS/clean/latest_split/clean_latest_024.png,130,93,"0,0,130,92",latest_024,"neon_dragon_ball_hud_asset_sheet.png:bbox(1297,980,1427,1073)"
clean,_OUR_STYLE_UI_ELEMENTS/clean/latest_split/clean_latest_025.png,73,60,"0,0,73,60",latest_025,"neon_dragon_ball_hud_asset_sheet.png:bbox(1108,999,1181,1059)"
clean,_OUR_STYLE_UI_ELEMENTS/clean/latest_split/clean_latest_026.png,69,59,"0,0,69,59",latest_026,"neon_dragon_ball_hud_asset_sheet.png:bbox(1200,1000,1269,1059)"
