class,path,width,height,alpha_bbox,pair_key,source
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/22_energy_orb_orange.png,240,225,"0,0,240,225",22_energy_orb_orange,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/22_energy_orb_orange.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/19_ability_icon_orange.png,145,155,"0,3,143,154",19_ability_icon_orange,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/19_ability_icon_orange.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/10_stm_segment_bar.png,465,75,"6,0,459,75",10_stm_segment_bar,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/10_stm_segment_bar.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/08_hp_fill_bar.png,501,75,"6,0,495,75",08_hp_fill_bar,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/08_hp_fill_bar.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/04_player2_nameplate_frame.png,745,140,"0,0,745,140",04_player2_nameplate_frame,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/04_player2_nameplate_frame.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/23_energy_orb_blue.png,246,240,"0,0,246,240",23_energy_orb_blue,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/23_energy_orb_blue.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/20_portrait_ring_p1.png,250,235,"0,0,250,235",20_portrait_ring_p1,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/20_portrait_ring_p1.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/33_arrow_blue.png,110,120,"0,0,110,120",33_arrow_blue,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/33_arrow_blue.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/24_corner_bracket_orange.png,230,180,"0,0,230,178",24_corner_bracket_orange,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/24_corner_bracket_orange.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/29_empty_plate_center.png,310,120,"0,0,310,120",29_empty_plate_center,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/core_elements/29_empty_plate_center.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/menus/blank_ki_menu_style_02.png,1536,1024,"26,46,1516,1004",ki_menu_style_02,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/menus/blank_ki_menu_style_02.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/menus/menu_panel_no_slot_highlight.png,1536,1024,"19,13,1522,993",menu_panel_no_slot_highlight,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/menus/menu_panel_no_slot_highlight.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/menus/blank_ki_menu_style_01.png,1536,1024,"0,16,1518,994",ki_menu_style_01,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/menus/blank_ki_menu_style_01.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/overlays/separate_slot_highlight_overlay.png,1448,1086,"0,0,1448,1086",separate_slot_highlight_overlay,master_previous:dragonmine_complete_ui_elements_master_bundle/06_all_chat_clean_collection/all_chat_clean_ui_elements_bundle/01_xenoverse_party_hud_clean/overlays/separate_slot_highlight_overlay.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/02_xenoverse_party_hud_example/example_hud_elements_bundle/04_menus/example_ki_alt_menu_with_text.png,1254,1254,"0,4,1238,1212",ki_alt_menu,master_previous:dragonmine_complete_ui_elements_master_bundle/02_xenoverse_party_hud_example/example_hud_elements_bundle/04_menus/example_ki_alt_menu_with_text.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/02_xenoverse_party_hud_example/example_hud_elements_bundle/04_menus/example_ki_ctrl_menu_with_text.png,1536,1024,"65,61,1470,1002",ki_ctrl_menu,master_previous:dragonmine_complete_ui_elements_master_bundle/02_xenoverse_party_hud_example/example_hud_elements_bundle/04_menus/example_ki_ctrl_menu_with_text.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/02_xenoverse_party_hud_example/example_hud_elements_bundle/05_sheets_and_examples/example_party_hud_battle_scene.png,1672,941,"0,0,1672,941",party_hud_battle_scene,master_previous:dragonmine_complete_ui_elements_master_bundle/02_xenoverse_party_hud_example/example_hud_elements_bundle/05_sheets_and_examples/example_party_hud_battle_scene.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/02_xenoverse_party_hud_example/example_hud_elements_bundle/05_sheets_and_examples/example_party_hud_sprite_sheet.png,1536,1024,"0,5,1536,1024",party_hud_sprite_sheet,master_previous:dragonmine_complete_ui_elements_master_bundle/02_xenoverse_party_hud_example/example_hud_elements_bundle/05_sheets_and_examples/example_party_hud_sprite_sheet.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/02_xenoverse_party_hud_example/example_hud_elements_bundle/05_sheets_and_examples/example_hud_asset_sheet.png,1254,1254,"0,13,1254,1254",hud_asset_sheet,master_previous:dragonmine_complete_ui_elements_master_bundle/02_xenoverse_party_hud_example/example_hud_elements_bundle/05_sheets_and_examples/example_hud_asset_sheet.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/02_xenoverse_party_hud_example/example_hud_elements_bundle/05_sheets_and_examples/example_transparent_asset_sheet.png,1536,1024,"0,4,1536,1024",transparent_asset_sheet,master_previous:dragonmine_complete_ui_elements_master_bundle/02_xenoverse_party_hud_example/example_hud_elements_bundle/05_sheets_and_examples/example_transparent_asset_sheet.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/02_xenoverse_party_hud_example/example_hud_elements_bundle/05_sheets_and_examples/example_separate_elements_sheet.png,1536,1024,"12,0,1523,1024",separate_elements_sheet,master_previous:dragonmine_complete_ui_elements_master_bundle/02_xenoverse_party_hud_example/example_hud_elements_bundle/05_sheets_and_examples/example_separate_elements_sheet.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/02_xenoverse_party_hud_example/example_hud_elements_bundle/05_sheets_and_examples/example_party_hud_concept_scene.png,1672,941,"0,0,1672,941",party_hud_concept_scene,master_previous:dragonmine_complete_ui_elements_master_bundle/02_xenoverse_party_hud_example/example_hud_elements_bundle/05_sheets_and_examples/example_party_hud_concept_scene.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/02_xenoverse_party_hud_example/example_hud_elements_bundle/01_split_hud_elements/example_07_stm_bar_with_label.png,495,72,"6,0,489,72",07_stm_bar_with_label,master_previous:dragonmine_complete_ui_elements_master_bundle/02_xenoverse_party_hud_example/example_hud_elements_bundle/01_split_hud_elements/example_07_stm_bar_with_label.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/02_xenoverse_party_hud_example/example_hud_elements_bundle/01_split_hud_elements/example_00_full_transparent_asset_sheet.png,1536,1024,"0,4,1536,1024",00_full_transparent_asset_sheet,master_previous:dragonmine_complete_ui_elements_master_bundle/02_xenoverse_party_hud_example/example_hud_elements_bundle/01_split_hud_elements/example_00_full_transparent_asset_sheet.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/02_xenoverse_party_hud_example/example_hud_elements_bundle/01_split_hud_elements/example_11_level_label_plate.png,229,99,"6,6,229,99",11_level_label_plate,master_previous:dragonmine_complete_ui_elements_master_bundle/02_xenoverse_party_hud_example/example_hud_elements_bundle/01_split_hud_elements/example_11_level_label_plate.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/02_xenoverse_party_hud_example/example_hud_elements_bundle/01_split_hud_elements/example_06_ki_bar_with_label.png,497,70,"6,0,491,70",06_ki_bar_with_label,master_previous:dragonmine_complete_ui_elements_master_bundle/02_xenoverse_party_hud_example/example_hud_elements_bundle/01_split_hud_elements/example_06_ki_bar_with_label.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/02_xenoverse_party_hud_example/example_hud_elements_bundle/01_split_hud_elements/example_12_level_number_45_plate.png,195,100,"2,0,193,100",12_level_number_45_plate,master_previous:dragonmine_complete_ui_elements_master_bundle/02_xenoverse_party_hud_example/example_hud_elements_bundle/01_split_hud_elements/example_12_level_number_45_plate.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/02_xenoverse_party_hud_example/example_hud_elements_bundle/01_split_hud_elements/example_13_hp_label.png,158,80,"6,0,158,80",13_hp_label,master_previous:dragonmine_complete_ui_elements_master_bundle/02_xenoverse_party_hud_example/example_hud_elements_bundle/01_split_hud_elements/example_13_hp_label.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/02_xenoverse_party_hud_example/example_hud_elements_bundle/01_split_hud_elements/example_14_ki_label.png,155,80,"0,0,155,79",14_ki_label,master_previous:dragonmine_complete_ui_elements_master_bundle/02_xenoverse_party_hud_example/example_hud_elements_bundle/01_split_hud_elements/example_14_ki_label.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/02_xenoverse_party_hud_example/example_hud_elements_bundle/01_split_hud_elements/example_15_stm_label.png,161,80,"0,0,155,80",15_stm_label,master_previous:dragonmine_complete_ui_elements_master_bundle/02_xenoverse_party_hud_example/example_hud_elements_bundle/01_split_hud_elements/example_15_stm_label.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/02_xenoverse_party_hud_example/example_hud_elements_bundle/01_split_hud_elements/example_01_player1_full_hud.png,765,295,"0,0,765,295",01_player1_full_hud,master_previous:dragonmine_complete_ui_elements_master_bundle/02_xenoverse_party_hud_example/example_hud_elements_bundle/01_split_hud_elements/example_01_player1_full_hud.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/02_xenoverse_party_hud_example/example_hud_elements_bundle/01_split_hud_elements/example_02_player2_full_hud.png,761,295,"0,0,761,295",02_player2_full_hud,master_previous:dragonmine_complete_ui_elements_master_bundle/02_xenoverse_party_hud_example/example_hud_elements_bundle/01_split_hud_elements/example_02_player2_full_hud.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/02_xenoverse_party_hud_example/example_hud_elements_bundle/01_split_hud_elements/example_05_hp_bar_with_label.png,511,75,"6,0,505,75",05_hp_bar_with_label,master_previous:dragonmine_complete_ui_elements_master_bundle/02_xenoverse_party_hud_example/example_hud_elements_bundle/01_split_hud_elements/example_05_hp_bar_with_label.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/02_xenoverse_party_hud_example/example_hud_elements_bundle/02_action_buttons_with_text/example_back_with_text.png,1536,1024,"0,31,1518,982",back,master_previous:dragonmine_complete_ui_elements_master_bundle/02_xenoverse_party_hud_example/example_hud_elements_bundle/02_action_buttons_with_text/example_back_with_text.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/02_xenoverse_party_hud_example/example_hud_elements_bundle/02_action_buttons_with_text/example_vanish_with_text.png,1536,1024,"0,21,1526,984",vanish,master_previous:dragonmine_complete_ui_elements_master_bundle/02_xenoverse_party_hud_example/example_hud_elements_bundle/02_action_buttons_with_text/example_vanish_with_text.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/02_xenoverse_party_hud_example/example_hud_elements_bundle/02_action_buttons_with_text/example_z_burst_with_text.png,1536,1024,"0,34,1504,982",z_burst,master_previous:dragonmine_complete_ui_elements_master_bundle/02_xenoverse_party_hud_example/example_hud_elements_bundle/02_action_buttons_with_text/example_z_burst_with_text.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/02_xenoverse_party_hud_example/example_hud_elements_bundle/02_action_buttons_with_text/example_chase_with_text.png,1536,1024,"17,21,1522,982",chase,master_previous:dragonmine_complete_ui_elements_master_bundle/02_xenoverse_party_hud_example/example_hud_elements_bundle/02_action_buttons_with_text/example_chase_with_text.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/02_xenoverse_party_hud_example/example_hud_elements_bundle/02_action_buttons_with_text/example_combo_with_text.png,1536,1024,"31,110,1508,952",combo,master_previous:dragonmine_complete_ui_elements_master_bundle/02_xenoverse_party_hud_example/example_hud_elements_bundle/02_action_buttons_with_text/example_combo_with_text.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/02_xenoverse_party_hud_example/example_hud_elements_bundle/02_action_buttons_with_text/example_charge_with_text.png,1536,1024,"0,21,1521,982",charge,master_previous:dragonmine_complete_ui_elements_master_bundle/02_xenoverse_party_hud_example/example_hud_elements_bundle/02_action_buttons_with_text/example_charge_with_text.png
example,_OUR_STYLE_UI_ELEMENTS/example/master_previous/02_xenoverse_party_hud_example/example_hud_elements_bundle/02_action_buttons_with_text/example_ki_cancel_with_text.png,1536,1024,"32,38,1504,982",ki_cancel,master_previous:dragonmine_complete_ui_elements_master_bundle/02_xenoverse_party_hud_example/example_hud_elements_bundle/02_action_buttons_with_text/example_ki_cancel_with_text.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/00_original_asset_sheets/neon_sci_fi_options_ui_asset_sheet.png,1448,1086,"0,0,1448,1086",neon_sci_fi_options_ui_asset_sheet,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/00_original_asset_sheets/neon_sci_fi_options_ui_asset_sheet.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/00_original_asset_sheets/neon_skills_ui_asset_sheet.png,1448,1086,"0,0,1448,1086",neon_skills_ui_asset_sheet,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/00_original_asset_sheets/neon_skills_ui_asset_sheet.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/00_original_asset_sheets/neon_anime_combat_ui_asset_sheet.png,1448,1086,"0,0,1448,1086",neon_anime_combat_ui_asset_sheet,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/00_original_asset_sheets/neon_anime_combat_ui_asset_sheet.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/00_original_asset_sheets/neon_anime_quest_tree_ui_sheet.png,1448,1086,"0,0,1448,1086",neon_anime_quest_tree_ui_sheet,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/00_original_asset_sheets/neon_anime_quest_tree_ui_sheet.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/quest_tree/02_rows_buttons/selected_row_example.png,171,67,"0,0,171,67",selected_row,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/quest_tree/02_rows_buttons/selected_row_example.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/quest_tree/02_rows_buttons/normal_row_example.png,167,51,"0,0,167,51",normal_row,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/quest_tree/02_rows_buttons/normal_row_example.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/quest_tree/01_panels/example_map_panel.png,354,276,"0,0,354,276",map_panel,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/quest_tree/01_panels/example_map_panel.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/quest_tree/01_panels/example_left_quest_panel.png,209,422,"0,0,209,422",left_quest_panel,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/quest_tree/01_panels/example_left_quest_panel.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/quest_tree/00_full_screens/example_full_screen.png,696,500,"0,0,696,500",full_screen,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/quest_tree/00_full_screens/example_full_screen.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/quest_tree/03_headers_accents/progress_bar_example.png,185,55,"0,0,185,55",progress_bar,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/quest_tree/03_headers_accents/progress_bar_example.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/quest_tree/03_headers_accents/chapter_title_bar_example.png,276,71,"0,0,276,71",chapter_title_bar,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/quest_tree/03_headers_accents/chapter_title_bar_example.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/quest_tree/03_headers_accents/difficulty_label_example.png,148,55,"0,0,148,55",difficulty_label,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/quest_tree/03_headers_accents/difficulty_label_example.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/options/02_rows_buttons/value_row_example.png,191,50,"0,0,191,50",value_row,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/options/02_rows_buttons/value_row_example.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/options/02_rows_buttons/option_row_example.png,237,55,"0,0,237,55",option_row,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/options/02_rows_buttons/option_row_example.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/options/01_panels/values_panel_example.png,216,296,"0,0,216,296",values_panel,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/options/01_panels/values_panel_example.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/options/01_panels/options_panel_example.png,207,296,"0,0,207,296",options_panel,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/options/01_panels/options_panel_example.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/options/00_full_screens/example_full_screen.png,694,480,"0,0,694,480",full_screen,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/options/00_full_screens/example_full_screen.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/options/03_headers_accents/header_bar_example.png,216,87,"0,0,216,87",header_bar,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/options/03_headers_accents/header_bar_example.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/skills_information/02_rows_buttons/example_skill_row.png,280,58,"0,0,280,58",skill_row,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/skills_information/02_rows_buttons/example_skill_row.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/skills_information/02_rows_buttons/tab_button_example.png,79,93,"0,0,79,93",tab_button,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/skills_information/02_rows_buttons/tab_button_example.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/skills_information/01_panels/example_bottom_strip.png,267,95,"0,0,267,95",bottom_strip,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/skills_information/01_panels/example_bottom_strip.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/skills_information/01_panels/example_detail_panel.png,285,150,"0,0,285,150",detail_panel,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/skills_information/01_panels/example_detail_panel.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/skills_information/01_panels/example_left_panel.png,208,289,"0,0,208,289",left_panel,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/skills_information/01_panels/example_left_panel.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/skills_information/00_full_screens/example_full_screen.png,681,492,"0,0,681,492",full_screen,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/skills_information/00_full_screens/example_full_screen.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/skills_information/03_headers_accents/example_top_information_panel.png,279,153,"0,0,279,153",top_information_panel,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/skills_information/03_headers_accents/example_top_information_panel.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/server_menu/02_rows_buttons/example_list_row.png,167,57,"0,0,167,57",list_row,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/server_menu/02_rows_buttons/example_list_row.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/server_menu/02_rows_buttons/example_stats_button.png,189,78,"0,0,189,78",stats_button,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/server_menu/02_rows_buttons/example_stats_button.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/server_menu/01_panels/example_right_panel.png,187,422,"0,0,187,422",right_panel,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/server_menu/01_panels/example_right_panel.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/server_menu/01_panels/example_left_panel.png,200,419,"0,0,200,419",left_panel,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/server_menu/01_panels/example_left_panel.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/server_menu/00_full_screens/example_full_screen.png,690,480,"0,0,690,480",full_screen,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/server_menu/00_full_screens/example_full_screen.png
clean,_OUR_STYLE_UI_ELEMENTS/clean/master_previous/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/server_menu/03_headers_accents/example_header_bar.png,330,119,"0,0,330,119",header_bar,master_previous:dragonmine_complete_ui_elements_master_bundle/03_dragonmine_other_menus_clean_and_example/dragonmine_other_menus_single_elements/server_menu/03_headers_accents/example_header_bar.png
